2006;main;Andrian Marcus;Wayne State University;USA;;
2006;main;Hausi Müller;University of Victoria;Canada;;
2006;main;Lori Pollock;University of Delaware;USA;;
2006;main;Vaclav Rajlich;Wayne State University;USA;;
2006;main;Claudio Riva;Nokia Research Center;Finland;;
2006;main;Harry Sneed;Software Maintenance & Reengineering Consultant;Austria;;
2006;main;Eleni Stroulia;University of Alberta;Canada;;
2006;main;Tarja Systä;Tampere University of Technology;Finland;;
2006;main;Paolo Tonella;ITC - IRST;Italy;;
2006;main;Maria Tortorella;University of Sannio;Italy;;
2006;main;Porfirio Tramontana;University of Naples Federico II;Italy;;
2006;main;Arie van Deursen;Delft University of Technology;The Netherlands;;
2006;main;Chris Verhoef;Free University of Amsterdam;The Netherlands;;
2006;main;Hongji Yang;De Montfort University;UK;;
2006;main;Andy Zaidman;University of Antwerp;Belgium;;
2006;main;Giuseppe Visaggio;Università degli Studi di Bari;Italy;;
2006;main;Giuseppe Antonio di Lucca;University of Sannio;Italy;;
2006;main;Nicolas Gold;University College London;UK;;
2005;main;Keith Bennett;University of Durham;UK;;
2005;main;Nicolas Gold;King's College London;UK;;
2005;main;Tarja Systä;Tampere University of Technology;Finland;;
2005;main;Arie van Deursen;CWI;Amsterdam;The Netherlands;
2005;main;Chris Verhoef;Free University of Amsterdam;The Netherlands;;
2005;main;Christine Hofmeister;Lehigh University;USA;;
2005;main;Claire Knight;Volantis Systems Ltd;UK;;
2005;main;Cornelia Boldyreff;University of Lincoln;UK;;
2005;main;Damir Kalpic;University of Zagreb;Croatia;;
2005;main;Dave Binkley;Loyola College;USA;;
2005;main;Eleni Stroulia;University of Alberta;Canada;;
2005;main;Fernando Brito e Abreu;New University of Lisbon;Portugal;;
2005;main;Francoise Balmas;Universite Paris 8;France;;
2005;main;Giuseppe Antonio di Lucca;University of Sannio;Italy;;
2005;main;Giuseppe Visaggio;University of Bari;Italy;;
2005;main;Harald Gall;University of Zurich;Switzerland;;
2005;main;Harry Sneed;Software Maintenance & Reengineering Consultant;Budapest;Hungary;
2005;main;Hausi Müller;University of Victoria;Canada;;
2005;main;Jan Bosch;University of Groningen;the Netherlands;;
2005;main;Jan Madey;Warsaw University;Poland;;
2005;main;Jean-Francois Girard;Fraunhofer IESE;Germany;;
2005;main;Jens Krinke;FernUniversit�t in Hagen;Germany;;
2005;main;Jianli Xu;Nokia Research Center;Finland;;
2005;main;Jie Xu;Leeds University;UK;;
2005;main;Juan Fernandez-Ramil;The Open University;UK;;
2005;main;Jürgen Ebert;University of Koblenz;Germany;;
2005;main;Keith Gallagher;Loyola College;USA;;
2005;main;Leon Moonen;CWI;The Netherlands;;
2005;main;Lerina Aversano;University of Sannio;Italy;;
2005;main;Liz Burd;University of Durham;UK;;
2005;main;Malcolm Munro;University of Durham;UK;;
2005;main;Manny Lehman;Middlesex University;UK;;
2005;main;Mark Harman;King's College London;UK;;
2005;main;Mark G. J. van den Brand;CWI;The Netherlands;;
2005;main;Martin Ward;Systems Migrations Ltd;UK/De Montfort University;UK;
2005;main;Michael W. Godfrey;University of Waterloo;Canada;;
2005;main;Michele Lanza;University of Zurich;Switzerland;;
2005;main;Nicolas Anquetil;Universidade Catolica de Brasilia;Brazil;;
2005;main;Paolo Nesi;Universita degli Studi di Firenze;Italy;;
2005;main;Pedro Sousa;Lisbon Technical University;Portugal;;
2005;main;Petri Selonen;Tampere University of Technology;Finland;;
2005;main;Philip Andon;Institute of Software Systems;Kiev;Ukraine;
2005;main;Rachel McCrindle;Reading University;UK;;
2005;main;Rainer Koschke;University of Stuttgart;Germany;;
