2012;main;James R. Cordy;Queen's University;Canada
2012;main;Mariano Ceccato;Fondazione Bruno Kessler;Italy
2012;main;Zheng Li;Beijing U. of Chemical Tech.;China
2012;tools;Chanchal K. Roy;University of Saskatchewan;Canada
2012;main;Bram Adams;Queen’s University;Canada
2012;main;Paul Anderson;GrammaTech Inc.;USA 
2012;main;Giuliano Antoniol;École Polytechnique de Montréal;Canada
2012;main;Ira Baxter;Semantic Designs Inc.;USA
2012;main;Árpád Beszédes;University of Szeged;Hungary
2012;main;Dave Binkley;Loyola University Maryland;USA
2012;main;Mariano Ceccato;Fondazione Bruno Kessler (FBK);Italy
2012;main;Luigi Cerulo;University of Sannio;Italy
2012;main;Jim Cordy;Queen’s University;Canada
2012;main;Pascal Cuoq;CEA-LIST;France
2012;main;Sebastian Danicic;University of London;UK
2012;main;Thomas Dean;Queen’s University;Canada
2012;main;Massimiliano Di Penta;University of Sannio – Benevento;Italy
2012;main;Nicolas Gold;University College London;UK 
2012;main;Mark Harman;University College London;UK
2012;main;Magne Haveraaen;Universitetet i Bergen;Norway
2012;main;Ákos Kiss;University of Szeged;Hungary
2012;main;Rainer Koschke;University of Bremen;Germany
2012;main;Jens Krinke;University College London;UK
2012;main;Ralf Laemmel;University of Koblenz-Landau;Germany
2012;main;Dawn Lawrie;Loyola University Maryland;USA
2012;main;Zheng Li;Beijing University of Chemical Technology
2012;main;Cristina Marinescu;Politehnica University of Timişoara;Romania
2012;main;Ettore Merlo;École Polytechnique de Montréal;Canada
2012;main;Marius Minea;Politehnica University of Timişoara;Romania 
2012;main;Leon Moonen;Simula Research Laboratory;Norway
2012;main;Rocco Oliveto;DiSTAT - University of Molise;Italy
2012;main;Ju Qian;Nanjing University of Aeronautics and Astronautics;China
2012;main;Filippo Ricca;Università di Genoa;Italy
2012;main;Juergen Rilling;Concordia University;Canada
2012;main;Chanchal K. Roy;University of Saskatchewan;Canada
2012;main;Sibylle Schupp;Technishe Universität Hamburg-Harburg;Germany
2012;main;David Shepherd;University of British Columbia;Canada
2012;main;Jeremy Singer;University of Glasgow;Scottland
2012;main;Alexandru Telea;University of Groningen;The Netherlands
2012;main;Paolo Tonella;Fondazione Bruno Kessler (FBK);Italy
2012;main;Jurgen Vinju;Centrum Wiskunde en Informatica;The Netherlands
2012;main;Andrew Walenstein;University of Louisiana at Lafayette;USA
2012;main;Tao Xie;North Carolina State University;USA
2012;main;Vadim Zaytsev;Centrum Wiskunde en Informatica;The Netherlands
2012;main;Lu Zhang;Peking University;China
2012;main;Jianjun Zhao;Shanghai Jiao Tong University;China
2011;main;Andrew Walenstein;University of Louisiana at Lafeyette;USA
2011;main;Árpád Beszédes;University of Szeged;Hungary
2011;main;Dawn J. Lawrie;Loyola College in Maryland;USA
2011;tools;Paul Anderson;Grammatech;USA
2011;main;Bram Adams;Queen’s University;Canada
2011;main;Elvira Albert;Complutense University of Madrid;Spain
2011;main;Paul Anderson;Grammatech;USA
2011;main;Dave Binkley;Loyola College in Maryland;USA
2011;main;Magiel Bruntink;Software Improvement Group;The Netherlands
2011;main;Mariano Ceccato;Fondazione Bruno Kessler;Italy
2011;main;Jim Cordy;Queen’s University;Canada
2011;main;Pascal Cuoq;CEA-Recherche Technologique;France
2011;main;Sebastian Danicic;Goldsmiths College;UK
2011;main;Andrea De Lucia;Università degli Studi di Salerno;Italy
2011;main;Massimiliano Di Penta;Università degli Studi del Sannio;Italy
2011;main;Rudolf Ferenc;University of Szeged (SZTE);Hungary
2011;main;Bob Fuhrer;IBM T.J. Watson Research Center;USA
2011;main;Keith Gallagher;University of Durham;UK
2011;main;Magne Haveraaen;University of Bergen;Norway
2011;main;Rob Hierons;Brunel University;UK
2011;main;Ákos Kiss;University of Szeged;Hungary
2011;main;Bogdan Korel;Illinois Institute of Technology;USA
2011;main;Jens Krinke;University College London;UK
2011;main;Ralf Lämmel;Universität Koblenz-Landau;Germany
2011;main;Lian Li;Sun Microsystems;Australia
2011;main;Zheng Li;Beijing University of Chemical Technology;China
2011;main;Jonathan Maletic;Kent State University;USA
2011;main;Cristina Marinescu;Politehnica University of Timişoara;Romania
2011;main;Marius Minea;Politehnica University of Timişoara;Romania
2011;main;Leon Moonen;Simula Research Laboratory;Norway
2011;main;Jochen Quante;Robert Bosch GmbH;Germany
2011;main;Pedro Rangel Henriques;Universidade do Minho;Portugal 
2011;main;Juergen Rilling;Concordia University;Canada
2011;main;Chanchal Roy;University of Saskatchewan;Canada
2011;main;Sibylle Schupp;Hamburg University of Technology;Germany
2011;main;Alexandru C. Telea;University of Groningen;The Netherlands
2011;main;Chris Verhoef;Free University of Amsterdam;The Netherlands
2011;main;Jurgen Vinju;Centrum Wiskunde & Informatica;The Netherlands
2011;main;Ben Wiedermann;Virginia Tech;USA
2011;main;Vadim Zaytsev;Centrum Wiskunde & Informatica;The Netherlands
2011;main;Lu Zhang;Peking University;China
2011;main;Jianjun Zhao;Shanghai Jiao Tong University;China
2011;main;Jacob Zimmermann;Oracle Labs;USA 
2010;main;Massimiliano Di Penta;Università degli Studi del Sannio;Italy
2010;main;Jurgen Vinju;Centrum Wiskunde & Informatica;The Netherlands
2010;main;Cristina Marinescu;Politehnica University of Timişoara;Romania
2010;tools;Pascal Cuoq;CEA-Recherche Technologique;France
2010;main;Elvira Albert;Complutense University of Madrid;Spain
2010;main;Ira Baxter;Semantic Designs;USA
2010;main;Árpád Beszédes;University of Szeged;Hungary
2010;main;Martin Bravenboer;LogicBlox;USA
2010;main;Magiel Bruntink;Software Improvement Group;The Netherlands
2010;main;Mariano Ceccato;Fondazione Bruno Kessler;Italy
2010;main;Luigi Cerulo;Università degli Studi del Sannio;Italy
2010;main;Jim Cordy;Queen’s University;Canada
2010;main;Thomas Dean;Queen’s University;Canada
2010;main;Bob Fuhrer;IBM T.J. Watson Research Center;USA
2010;main;Michael Godfrey;University of Waterloo;Canada
2010;main;Susan L. Graham;University of California at Berkeley;USA
2010;main;Mark Harman;University College London;UK
2010;main;Magne Haveraaen;University of Bergen;Norway
2010;main;Stan Jarzabek;National University of Singapore;Singapore
2010;main;Rainer Koschke;Universität Bremen;Germany
2010;main;Ralf Lämmel;Universität Koblenz-Landau;Germany
2010;main;Dawn J. Lawrie;Loyola College in Maryland;USA
2010;main;Lian Li;Sun Microsystems;Australia
2010;main;Zheng Li;University College London;UK
2010;main;Anirban Majumdar;SAP Research CEC Dresden;Germany
2010;main;Marius Minea;Politehnica University of Timişoara;Romania
2010;main;Sandro Morasca;Universitá dell’Insubria;Italy
2010;main;Sibylle Schupp;Hamburg University of Technology;Germany
2010;main;Jeremy Singer;University of Manchester;UK
2010;main;Tijs van Der Storm;Centrum Wiskunde & Informatica;The Netherlands
2010;main;Alexandru C. Telea;University of Groningen;The Netherlands
2010;main;Eelco Visser;Technische Universiteit Delft;The Netherlands
2010;main;Andrew Walenstein;University of Louisiana at Lafeyette;USA
2010;main;Ken Wong;University of Alberta;Canada
2010;main;Vadim Zaytsev;Universität Koblenz-Landau;Germany
2010;main;Lu Zhang;Peking University;China
2010;main;Jianjun Zhao;Shanghai Jiao Tong University;China
2009;main;Thomas Dean;Queen’s University;Canada
2009;main;Sibylle Schupp;Chalmers University of Technology;Sweden
2009;main;Andrew Walenstein;University of Louisiana at Lafeyette;USA
2009;tools;Keith Gallagher;University of Durham;UK
2009;main;Paul Anderson;Grammatech;USA
2009;main;Giuliano Antoniol;École Polytechnque de Montréal;Canada
2009;main;Françoise Balmas;Université Paris 8;France
2009;main;Dave Binkley;Loyola College in Maryland;USA
2009;main;Liz Burd;University of Durham;UK
2009;main;Jim Cordy;Queen’s University;Canada
2009;main;Sebastian Danicic;Goldsmiths College;UK
2009;main;Andrea De Lucia;Università degli Studi di Salerno;Italy
2009;main;Massimiliano Di Penta;Università degli Studi del Sannio;Italy
2009;main;John Field;IBM T.J. Watson Research Center;USA
2009;main;Keith Gallagher;University of Durham;UK
2009;main;Michael Godfrey;University of Waterloo;Canada
2009;main;Susan L. Graham;University of California at Berkeley;USA
2009;main;Tibor Gyimóthy;University of Szeged;Hungary
2009;main;Ahmed E. Hassan;Queen’s University;Canada
2009;main;Mark Harman;King’s College London;UK
2009;main;Magne Haveraaen;University of Bergen;Norway
2009;main;Stan Jarzabek;National University of Singapore;Singapore
2009;main;Bogdan Korel;Illinois Institute of Technology;USA
2009;main;Rainer Koschke;Universität Bremen;Germany
2009;main;Jens Krinke;King’s College London;UK
2009;main;Ralf Lämmel;Universität Koblenz-Landau;Germany
2009;main;Dawn J. Lawrie;Loyola College in Maryland;USA
2009;main;Lian Li;Sun Microsystems;Australia
2009;main;Zheng Li;King’s College London;UK
2009;main;Anirban Majumdar;SAP Research CEC Dresden;Germany
2009;main;Matthieu Martel;Université de Perpignan;France
2009;main;Leon Moonen;Simula Research Laboratory;Norway
2009;main;Juergen Rilling;Concordia University;Canada
2009;main;Paolo Tonella;Istituto Trentino di Cultura;Italy
2009;main;Michael Van De Vanter;Sun Microsystems;USA
2009;main;Eelco Visser;Technische Universiteit Delft;The Netherlands
2009;main;Jurgen Vinju;Centrum voor Wiskunde en Informatica;The Netherlands
2009;main;Lu Zhang;Peking University;China
2009;main;Jianjun Zhao;Shanghai Jiao Tong University;China
2008;main;Giuliano Antoniol;École Polytechnque de Montréal;Canada 
2008;main;Jianjun Zhao;Shanghai Jiao Tong University;China
2008;main;Jim Cordy;Queen’s University;Canada 
2008;main;Lu Zhang;Peking University;China
2008;tools;Keith Gallagher;Department of Computer Science;University of Durham;UK
