YEAR;PC1;PC2;PC1_INT_PC2;PC1_UNI_PC2;PC1_INT_PC2__REL__PC1_UNI_PC2;PC1_INT_PC2__REL__PC1;PC1_INT_PC2__REL__PC2;A1;A2;A1_INT_A2;A1_UNI_A2;A1_INT_A2__REL__A1_UNI_A2;A1_INT_A2__REL__A1;A1_INT_A2__REL__A2;CM1;CM2;CM1_INT_CM2;CM1_UNI_CM2;CM1_INT_CM2__REL__CM1_UNI_CM2;CM1_INT_CM2__REL__CM1;CM1_INT_CM2__REL__CM2
2013;46;36;8;74;0.108;0.174;0.222;111;40;0;151;0.000;0.000;0.000;138;73;9;202;0.045;0.065;0.123
2012;41;42;4;79;0.051;0.098;0.095;47;49;2;94;0.021;0.043;0.041;76;85;7;154;0.045;0.092;0.082
2011;41;42;0;83;0.000;0.000;0.000;59;39;3;95;0.032;0.051;0.077;90;77;4;163;0.025;0.044;0.052
2010;36;36;2;70;0.029;0.056;0.056;41;53;3;91;0.033;0.073;0.057;70;87;5;152;0.033;0.071;0.057
2009;35;38;4;69;0.058;0.114;0.105;39;35;0;74;0.000;0.000;0.000;65;66;5;126;0.040;0.077;0.076
2008;32;45;6;71;0.085;0.188;0.133;26;60;4;82;0.049;0.154;0.067;53;95;11;137;0.080;0.208;0.116
2007;32;36;5;63;0.079;0.156;0.139;68;48;3;113;0.027;0.044;0.062;89;78;7;160;0.044;0.079;0.090
2006;23;34;2;55;0.036;0.087;0.059;72;41;5;108;0.046;0.069;0.122;83;65;7;141;0.050;0.084;0.108
2005;20;34;0;54;0.000;0.000;0.000;59;44;1;102;0.010;0.017;0.023;73;68;2;139;0.014;0.027;0.029
