2005;Ryan Culpepper,Scott Owens,Matthew Flatt;Syntactic Abstraction in Component Interfaces.;373-388;16;Components and Templates;
2005;Daniel Hirschkoff,Tom Hirschowitz,Damien Pous,Alan Schmitt,Jean-Bernard Stefani;Component-Oriented Programming with Sharing: Containment is Not Ownership.;389-404;16;Components and Templates;
2005;Jeremy G. Siek,Andrew Lumsdaine;Language Requirements for Large-Scale Generic Libraries.;405-421;17;Generic Programming;
2005;Krzysztof Czarnecki,Michal Antkiewicz;Mapping Features to Models: A Template Approach Based on Superimposed Variants.;422-437;16;Generic Programming;
2005;Monica Pinto,Daniel Jimenez,Lidia Fuentes;Developing Dynamic and Adaptable Applications with CAM/DAOP: A Virtual Office Application.;438-441;4;Demonstrations;
2005;Risto Pohjonen;Metamodeling Made Easy - MetaEdit+ (Tool Demonstration).;442-446;5;Demonstrations;
2004;David Zook,Shan Shan Huang,Yannis Smaragdakis;Generating AspectJ Programs with Meta-AspectJ.;1-18;18;Aspect Orientation;
2004;Sean McDirmid,Wilson C. Hsieh;Splice: Aspects That Analyze Programs.;19-38;20;Aspect Orientation;
2004;Douglas R. Smith;A Generative Approach to Aspect-Oriented Programming.;39-54;16;Aspect Orientation;
2004;Daniel Lohmann,Georg Blaschke,Olaf Spinczyk;Generic Advice: On the Combination of AOP with Generative Programming in AspectC++.;55-74;20;Aspect Orientation;
2004;Awais Rashid,Nicholas A. Leidenfrost;Supporting Flexible Object Database Evolution with Aspects.;75-94;20;Aspect Orientation;
2004;Remi Douence,Luc Teboul;A Pointcut Language for Control-Flow.;95-114;20;Aspect Orientation;
2004;Andrew Jackson,Siobhan Clarke;SourceWeave.NET: Cross-Language Aspect-Oriented Programming.;115-135;21;Aspect Orientation;
2004;Emir Pasalic,Nathan Mishra-Linger;Meta-programming with Typed Object-Language Representations.;136-167;32;Staged Programming;
2004;Gregory Neverov,Paul Roe;Metaphor: A Multi-stage, Object-Oriented Programming Language.;168-185;18;Staged Programming;
2004;Sean Seefried,Manuel M. T. Chakravarty,Gabriele Keller;Optimising Embedded DSLs Using Template Haskell.;186-205;20;Staged Programming;
2004;Davide Ancona,Eugenio Moggi;A Fresh Calculus for Name Management.;206-224;19;Types of Meta-programming;
2004;Ryan Culpepper,Matthias Felleisen;Taming Macros.;225-243;19;Types of Meta-programming;
2004;Ulrik Pagh Schultz;A Unification of Inheritance and Automatic Program Specialization.;244-265;22;Types of Meta-programming;
2004;Istvan Zolyomi,Zoltan Porkolab;Towards a General Template Introspection Library.;266-282;17;Meta-programming;
2004;Vasian Cepa,Mira Mezini;Declaring and Enforcing Dependencies Between .NET Custom Attributes.;283-297;15;Meta-programming;
2004;Attila Vizhanyo,Aditya Agrawal,Feng Shi;Towards Generation of Efficient Transformations.;298-316;19;Meta-programming;
2004;Rainer Hauser,Jana Kohler;Compiling Process Graphs into Executable Code.;317-336;20;Model-Driven Approaches;
2004;George T. Edwards,Gan Deng,Douglas C. Schmidt,Aniruddha S. Gokhale,Balachandran Natarajan;Model-Driven Configuration and Deployment of Component Middleware Publish/Subscribe Services.;337-360;24;Model-Driven Approaches;
2004;Jeffrey G. Gray,Jing Zhang,Yuehua Lin,Suman Roychoudhury,Hui Wu,Rajesh Sudarsan,Aniruddha S. Gokhale,Sandeep Neema,Feng Shi,Ted Bapty;Model-Driven Program Transformation of a Large Avionics Framework.;361-378;18;Model-Driven Approaches;
2004;Jia Liu,Don S. Batory;Automatic Remodularization and Optimized Synthesis of Product-Families.;379-395;17;Product Lines;
2004;Jernej Kovse,Christian Gebauer;VS-Gen: A Case Study of a Product Line for Versioning Systems.;396-415;20;Product Lines;
2004;Stephane Bonnet,Olivier Potonniee,Raphael Marvie,Jean-Marc Geib;A Model-Driven Approach for Smart Card Configuration.;416-435;20;Product Lines;
2004;Julia L. Lawall,Anne-Francoise Le Meur,Gilles Muller;On Designing a Target-Independent DSL for Safe OS Process-Scheduling Components.;436-455;20;Domain-Specific Languages and Generation;
2004;Liam Peyton,Arif Rajwani;A Generative Framework for Managed Services.;456-468;13;Domain-Specific Languages and Generation;
2004;Luca Padovani,Claudio Sacerdoti Coen,Stefano Zacchiroli;A Generative Approach to the Implementation of Language Bindings for the Document Object Model.;469-487;19;Domain-Specific Languages and Generation;
2004;Jack Greenfield;Software Factories: Assembling Applications with Patterns, Models, Frameworks and Tools.;488;1;Invited Speakers;
2004;Peter D. Mosses;Modular Language Descriptions.;489;1;Invited Speakers;
2003;Charles Consel,Hedi Hamdi,Laurent Reveillere,Lenin Singaravelu,Haiyan Yu,Calton Pu;Spidle: A DSL Approach to Specifying Streaming Applications.;1-17;17;Domain-Specific Languages;
2003;Daniel Kastner;TDL: A Hardware Description Language for Retargetable Postpass Optimizations and Analyses.;18-36;19;Domain-Specific Languages;
2003;Kevin Hammond,Greg Michaelson;Hume: A Domain-Specific Language for Real-Time Embedded Systems.;37-56;20;Domain-Specific Languages;
2003;Cristiano Calcagno,Walid Taha,Liwen Huang,Xavier Leroy;Implementing Multi-stage Languages Using ASTs, Gensym, and Reflection.;57-76;20;Staged Programming;
2003;Zhenghao Wang,Richard R. Muntz;On Stage Ordering in Staged Computation.;77-96;20;Staged Programming;
2003;Walid Taha,Patricia Johann;Staged Notational Definitions.;97-116;20;Staged Programming;
2003;Olivier Danvy;A Journey from Interpreters to Compilers and Virtual Machines.;117;1;Invited Talk;
